"sitecode","feature_code","rozloha_ha","rozloha_procent","stav_text","source_file","poznamka","stav_cis"
"CZ0214005",6410,9.6211,5.15,"Zachovat rozlohu pøedmìtu ochrany dle stavu pøi vyhlášení; zlepšit stanovištní podmínky na plochách se
zhoršenou kvalitou; omezit rostlinné invaze zejména tøtiny køovištní (Calamagrostis epigejos).","sdo_2510_2017_0000.pdf","Zachovat rozlohu pøedmìtu ochrany dle stavu pøi vyhlášení; zlepšit stanovištní podmínky na plochách sezhoršenou kvalitou; omezit rostlinné invaze zejména tøtiny køovištní (Calamagrostis epigejos).",NA
"CZ0214005",6430,5.9772,3.2,"Zachovat rozlohu pøedmìtu ochrany dle stavu pøi vyhlášení; zlepšit stanovištní podmínky na vybranıch
plochách; zamezit další degradaci vlivem absence hospodaøení, zejména zarùstání døevinami a expanzními
druhy.","sdo_2510_2017_0000.pdf","Zachovat rozlohu pøedmìtu ochrany dle stavu pøi vyhlášení; zlepšit stanovištní podmínky na vybranıchplochách; zamezit další degradaci vlivem absence hospodaøení, zejména zarùstání døevinami a expanznímidruhy.",NA
"CZ0214005",6510,6.7024,3.59,"Zachovat rozlohu pøedmìtu ochrany dle stavu pøi vyhlášení; zlepšit stanovištní podmínky na plochách se
zhoršenou kvalitou; omezit rostlinné invaze zejména tøtiny køovištní (Calamagrostis epigejos).","sdo_2510_2017_0000.pdf","Zachovat rozlohu pøedmìtu ochrany dle stavu pøi vyhlášení; zlepšit stanovištní podmínky na plochách sezhoršenou kvalitou; omezit rostlinné invaze zejména tøtiny køovištní (Calamagrostis epigejos).",NA
"CZ0214005",91,12.8394,6.87,"Zachovat stav a rozlohu stanovištì dle stavu pøi vyhlášení.","sdo_2510_2017_0000.pdf","Zachovat stav a rozlohu stanovištì dle stavu pøi vyhlášení.",NA
"CZ0214005",9170,41.3843,22.15,"Na vìtšinì území zachovat stav a rozlohu jako pøi vyhlášení, místy dosáhnout zmìny døevinné skladby smìrem
k pøirozené.","sdo_2510_2017_0000.pdf","Na vìtšinì území zachovat stav a rozlohu jako pøi vyhlášení, místy dosáhnout zmìny døevinné skladby smìremk pøirozené.",NA
"CZ0214005",9180,5.4691,2.93,"Zachovat stav a rozlohu stanovištì jako pøi vyhlášení.
* oznaèuje prioritní stanovištì","sdo_2510_2017_0000.pdf","Zachovat stav a rozlohu stanovištì jako pøi vyhlášení.* oznaèuje prioritní stanovištì",NA
"CZ0212001",3130,1.1822,28.95,"Udret podmínky pro vıskyt biotopu, v takové podobì, v jaké se nacházel v dobì vyhlášení EVL.","sdo_2515_2017_0000.pdf","Udret podmínky pro vıskyt biotopu, v takové podobì, v jaké se nacházel v dobì vyhlášení EVL.",NA
"CZ0214004",2330,0.5956,0.26,"Cílovım stavem je zvìtšení rozlohy (oproti stavu pøi vyhlášení) stabilizovanıch spoleèenstev kostøavovıch
trávníkù s pøítomností volnıch mezer (gapù) a s otevøenımi plochami písku. Vhodnım prostøedkem jsou zásahy
narušující povrch pùdy a travní drn.","sdo_2518_2017_0000.pdf","Cílovım stavem je zvìtšení rozlohy (oproti stavu pøi vyhlášení) stabilizovanıch spoleèenstev kostøavovıchtrávníkù s pøítomností volnıch mezer (gapù) a s otevøenımi plochami písku. Vhodnım prostøedkem jsou zásahynarušující povrch pùdy a travní drn.",NA
"CZ0214004",6510,38.1067,16.81,"Cílovım stavem je zachování stavu a rozlohy pøedmìtu ochrany daném pøi vyhlášení.","sdo_2518_2017_0000.pdf","Cílovım stavem je zachování stavu a rozlohy pøedmìtu ochrany daném pøi vyhlášení.",NA
"CZ0214004",9170,79.5471,35.09,"Zlepšení stavu oproti vyhlášení, cílovım stavem jsou vìkovì a prostorovì rùznorodé porosty s pøirozenou
druhovou skladbou døevin stromového patra.","sdo_2518_2017_0000.pdf","Zlepšení stavu oproti vyhlášení, cílovım stavem jsou vìkovì a prostorovì rùznorodé porosty s pøirozenoudruhovou skladbou døevin stromového patra.",NA
"CZ0214004",9190,7.8304,3.45,"Zlepšení stavu oproti vyhlášení, cílovım stavem jsou vìkovì a prostorovì rùznorodé porosty s pøirozenou
druhovou skladbou døevin stromového patra.","sdo_2518_2017_0000.pdf","Zlepšení stavu oproti vyhlášení, cílovım stavem jsou vìkovì a prostorovì rùznorodé porosty s pøirozenoudruhovou skladbou døevin stromového patra.",NA
"CZ0214007",3150,10.5883,3.04,"zlepšení stavu porostù oproti stavu pøi vyhlášení, zachování rozlohy odpovídající dobì vyhlášení","SDO_2544_2021_0000.pdf","zlepšení stavu porostù oproti stavu pøi vyhlášení, zachování rozlohy odpovídající dobì vyhlášení",NA
"CZ0214007",6440,6.3738,1.83,"zlepšení stavu porostù oproti stavu pøi vyhlášení, zachování rozlohy odpovídající dobì vyhlášení","SDO_2544_2021_0000.pdf","zlepšení stavu porostù oproti stavu pøi vyhlášení, zachování rozlohy odpovídající dobì vyhlášení",NA
"CZ0214007",6510,32.4554,9.32,"zlepšení stavu porostù oproti stavu pøi vyhlášení, zachování rozlohy odpovídající dobì vyhlášení","SDO_2544_2021_0000.pdf","zlepšení stavu porostù oproti stavu pøi vyhlášení, zachování rozlohy odpovídající dobì vyhlášení",NA
"CZ0214007",7230,0.2744,0.08,"radikální zlepšení stavu, pøípadnì mírné zvıšení rozlohy oproti dobì vyhlášení","SDO_2544_2021_0000.pdf","radikální zlepšení stavu, pøípadnì mírné zvıšení rozlohy oproti dobì vyhlášení",NA
"CZ0214007",91,7.8761,2.26,"zachování stavu i rozlohy odpovídajících dobì vyhlášení","SDO_2544_2021_0000.pdf","zachování stavu i rozlohy odpovídajících dobì vyhlášení",NA
"CZ0214007",91,110.8943,31.86,"zachování rozlohy odpovídající dobì vyhlášení, zlepšení prostorové a vìkové diverzity stromového patra","SDO_2544_2021_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení, zlepšení prostorové a vìkové diverzity stromového patra",NA
"CZ0214007",9170,71.0369,20.41,"zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù
* oznaèuje prioritní stanovištì","SDO_2544_2021_0000.pdf","zachování rozlohy odpovídající dobì vyhlášení, zlepšení struktury porostù* oznaèuje prioritní stanovištì",NA
"CZ0214002",40,0.0656,0.01,"Skalníkové køoviny o minimální rozloze 0,0656 ha, nezarostlé a nezastínìné vyššími døevinami.","sdo_2545_2017_0000.pdf","Skalníkové køoviny o minimální rozloze 0,0656 ha, nezarostlé a nezastínìné vyššími døevinami.",NA
"CZ0214002",6210,0.673,0.13,"Druhovì bohatı trávník o minimální rozloze 0,67 ha, mírnì mezernatı (nikoliv zcela zapojenı), s druhy
širolistıch bylin pcháèem bezlodynım (Cirsium acaule), chrpou èekánkem (Centaurea scabiosa), chrpou
porınskou (Centaurea stoebe), lnem poèistivım (Linum catharticum), šalvìjí luèní (Salvia pratensis),
devaterníkem velkokvìtım tmavım (Helianthemum grandiflorum subsp. obscurum) a krvavcem menším
(Sanguisorba minor), se vstavaèem kukaèkou (Orchis morio). Nesmí zcela pøevládnout zapojenı trs sveøepu
vzpøímeného, ovsík vyvıšenı musí bıt pouze pøimíšen. Døeviny pouze roztroušenì. Bez nepùvodních druhù
rostlin.","sdo_2545_2017_0000.pdf","Druhovì bohatı trávník o minimální rozloze 0,67 ha, mírnì mezernatı (nikoliv zcela zapojenı), s druhyširolistıch bylin pcháèem bezlodynım (Cirsium acaule), chrpou èekánkem (Centaurea scabiosa), chrpouporınskou (Centaurea stoebe), lnem poèistivım (Linum catharticum), šalvìjí luèní (Salvia pratensis),devaterníkem velkokvìtım tmavım (Helianthemum grandiflorum subsp. obscurum) a krvavcem menším(Sanguisorba minor), se vstavaèem kukaèkou (Orchis morio). Nesmí zcela pøevládnout zapojenı trs sveøepuvzpøímeného, ovsík vyvıšenı musí bıt pouze pøimíšen. Døeviny pouze roztroušenì. Bez nepùvodních druhùrostlin.",NA
"CZ0214002",6210,3.3742,0.64,"Druhovì bohatı trávník o minimální rozloze 3,37 ha, mírnì mezernatı (nikoliv zcela zapojenı), s druhy
širolistıch bylin: chrpou èekánkem (Centaurea scabiosa), lnem poèistivım (Linum catharticum), šalvìjí luèní
(Salvia pratensis), devaterníkem velkokvìtım tmavım (Helianthemum grandiflorum subsp. obscurum),
krvavcem menším (Sanguisorba minor), pcháèem bezlodynım (Cirsium acaule) (u Moøinky) èi omanem
vrbolistım (Inula salicina) (u Vonoklas). Nesmí zcela pøevládnout zapojenı trs sveøepu vzpøímeného èi váleèky
prapoøité, ovsík vyvıšenı musí bıt pouze pøimíšen. Døeviny pouze roztroušenì. Bez nepùvodních druhù rostlin,
pøedevším trnovníku akátu (Robinia pseudoacacia), štìdøence odvislého (Laburnum anagyroides), tøtiny
køovištní (Calamagrostis epigejos) a borovice èerné (Pinus nigra).","sdo_2545_2017_0000.pdf","Druhovì bohatı trávník o minimální rozloze 3,37 ha, mírnì mezernatı (nikoliv zcela zapojenı), s druhyširolistıch bylin: chrpou èekánkem (Centaurea scabiosa), lnem poèistivım (Linum catharticum), šalvìjí luèní(Salvia pratensis), devaterníkem velkokvìtım tmavım (Helianthemum grandiflorum subsp. obscurum),krvavcem menším (Sanguisorba minor), pcháèem bezlodynım (Cirsium acaule) (u Moøinky) èi omanemvrbolistım (Inula salicina) (u Vonoklas). Nesmí zcela pøevládnout zapojenı trs sveøepu vzpøímeného èi váleèkyprapoøité, ovsík vyvıšenı musí bıt pouze pøimíšen. Døeviny pouze roztroušenì. Bez nepùvodních druhù rostlin,pøedevším trnovníku akátu (Robinia pseudoacacia), štìdøence odvislého (Laburnum anagyroides), tøtinykøovištní (Calamagrostis epigejos) a borovice èerné (Pinus nigra).",NA
"CZ0214002",6510,6.4344,1.23,"Ovsíkové louky o minimální rozloze 6,4 ha, s druhy širolistıch bylin øebøíèek obecnı (Achillea millefolium),
zvonek rozkladitı (Campanula patula), z nich na iviny nároènìjší je škarda dvouletá (Crepis biennis), kakost
luèní (Geranium pratense), bolševník obecnı (Heracleum sphondylium) a chrastavec rolní (Knautia arvensis).
Bez pøítomnıch invazních druhù.","sdo_2545_2017_0000.pdf","Ovsíkové louky o minimální rozloze 6,4 ha, s druhy širolistıch bylin øebøíèek obecnı (Achillea millefolium),zvonek rozkladitı (Campanula patula), z nich na iviny nároènìjší je škarda dvouletá (Crepis biennis), kakostluèní (Geranium pratense), bolševník obecnı (Heracleum sphondylium) a chrastavec rolní (Knautia arvensis).Bez pøítomnıch invazních druhù.",NA
"CZ0214002",7220,0.2786,0.05,"Pìnovcová prameništì o rozloze alespoò 0,27 ha, zastínìná, s dostateènım prùtokem (mono periodickım v
závislosti na letních pøísušcích).","sdo_2545_2017_0000.pdf","Pìnovcová prameništì o rozloze alespoò 0,27 ha, zastínìná, s dostateènım prùtokem (mono periodickım vzávislosti na letních pøísušcích).",NA
"CZ0214002",8160,0.026,0,"Sutì musí zùstat v rozloze minimálnì 0,026 ha, alespoò èásteènì nezastínìné, nezarostlé døevinami,
nezazemnìné, aby zùstaly pohyblivé a èásteènì oslunìné. Musí bıt zachován alespoò periodickı vıskyt
následujících diagnostickıch druhù: pamìtník rolní (Acinos arvensis), konopice úzkolistá (Galeopsis
angustifolia), rozchodník bílı (Sedum album), tolita lékaøská (Vincetoxicum hirundinaria).","sdo_2545_2017_0000.pdf","Sutì musí zùstat v rozloze minimálnì 0,026 ha, alespoò èásteènì nezastínìné, nezarostlé døevinami,nezazemnìné, aby zùstaly pohyblivé a èásteènì oslunìné. Musí bıt zachován alespoò periodickı vıskytnásledujících diagnostickıch druhù: pamìtník rolní (Acinos arvensis), konopice úzkolistá (Galeopsisangustifolia), rozchodník bílı (Sedum album), tolita lékaøská (Vincetoxicum hirundinaria).",NA
"CZ0214002",8210,0.4074,0.08,"Vegetace vápnitıch skal o rozloze nejménì 0,4 ha, ne zcela zastínìná døevinami.","sdo_2545_2017_0000.pdf","Vegetace vápnitıch skal o rozloze nejménì 0,4 ha, ne zcela zastínìná døevinami.",NA
"CZ0214002",8230,2.8033,0.53,"Pionırská vegetace silikátovıch skal o minimální rozloze 2,8 ha, s charakteristickımi druhy chmerkem
vytrvalım (Scleranthus perennis), šovíkem menším (Rumex acetosella), rozchodníkem bílım (Sedum album) a
rozchodníkem skalním (S. reflexum), bez invazních druhù rostlin, pøedevším akátu.","sdo_2545_2017_0000.pdf","Pionırská vegetace silikátovıch skal o minimální rozloze 2,8 ha, s charakteristickımi druhy chmerkemvytrvalım (Scleranthus perennis), šovíkem menším (Rumex acetosella), rozchodníkem bílım (Sedum album) arozchodníkem skalním (S. reflexum), bez invazních druhù rostlin, pøedevším akátu.",NA
"CZ0214002",8310,0.01,0,"Nepoškozená jeskynì alespoò ve stavu jako pøi vyhlášení s jeskynním klimatem.","sdo_2545_2017_0000.pdf","Nepoškozená jeskynì alespoò ve stavu jako pøi vyhlášení s jeskynním klimatem.",NA
"CZ0214002",91,31.6788,6.03,"Panonské šípákové doubravy o minimální rozloze alespoò 31,67 ha, rozvolnìné, se svìtlinami, s trávníky a
pøechodovımi lesními lemy, s nezapojenım keøovım patrem s døínem a s dominancí dubù ve stromovém patru,
pøedevším dubu pıøitého. Indikátory pøíznivého stavu jsou diagnostické svìtlomilné druhy bylinného patra:

pøíkladem tøemdava bílá (Dictamnus albus), chrpa chlumní (Centaurea triumfettii), oman srstnatı (Inula hirta),
hrachor panonskı chlumní (Lathyrus pannonicus subs. collinus), kamejka modronachová (Lithospermum
purpurocaeruleum), penízek horskı (Thlaspi montanum), plamének pøímı (Clematis recta), vzácnì zvonek
boloòskı (Campanula boloniensis). Bez nepùvodních rostlin.","sdo_2545_2017_0000.pdf","Panonské šípákové doubravy o minimální rozloze alespoò 31,67 ha, rozvolnìné, se svìtlinami, s trávníky apøechodovımi lesními lemy, s nezapojenım keøovım patrem s døínem a s dominancí dubù ve stromovém patru,pøedevším dubu pıøitého. Indikátory pøíznivého stavu jsou diagnostické svìtlomilné druhy bylinného patra:pøíkladem tøemdava bílá (Dictamnus albus), chrpa chlumní (Centaurea triumfettii), oman srstnatı (Inula hirta),hrachor panonskı chlumní (Lathyrus pannonicus subs. collinus), kamejka modronachová (Lithospermumpurpurocaeruleum), penízek horskı (Thlaspi montanum), plamének pøímı (Clematis recta), vzácnì zvonekboloòskı (Campanula boloniensis). Bez nepùvodních rostlin.",NA
"CZ0214002",91,14.1635,2.7,"Eurosibiøské stepní doubravy o minimální rozloze alespoò 14 ha, rozvolnìné, se svìtlinami a pøechodovımi
lesními lemy, s nezapojenım keøovım patrem. Indikátory pøíznivého stavu jsou diagnostické svìtlomilné druhy
bylinného patra: maøinka barvíøská (Asperula tinctoria), bukvice lékaøská (Betonica officinalis), ostøice horská
(Carex montana), mochna bílá (Potentilla alba), srpice barvíøská (Serratula tinctoria), svízel severní (Galium
boreale), smldník jelení (Peucedanum cervaria), jetel alpínskı (Trifolium alpestre). Bez nepùvodních druhù
rostlin.","sdo_2545_2017_0000.pdf","Eurosibiøské stepní doubravy o minimální rozloze alespoò 14 ha, rozvolnìné, se svìtlinami a pøechodovımilesními lemy, s nezapojenım keøovım patrem. Indikátory pøíznivého stavu jsou diagnostické svìtlomilné druhybylinného patra: maøinka barvíøská (Asperula tinctoria), bukvice lékaøská (Betonica officinalis), ostøice horská(Carex montana), mochna bílá (Potentilla alba), srpice barvíøská (Serratula tinctoria), svízel severní (Galiumboreale), smldník jelení (Peucedanum cervaria), jetel alpínskı (Trifolium alpestre). Bez nepùvodních druhùrostlin.",NA
"CZ0214002",9130,24.6089,4.69,"Buèiny o minimální rozloze 24,6 ha, s pøevládajícím bukem ve stromovém patøe. V keøovém patøe rostou kromì
zmlazujících døevin stromového patra také líska obecná (Corylus avellana), lıkovec jedovatı (Daphne
mezereum), zimolez obecnı (Lonicera xylosteum). Pokryvnost bylinného patra dosahuje alespoò 30 %. V nìm
se vyskytují mezofilní druhy listnatıch lesù samorostlík klasnatı (Actaea spicata), sveøep Benekenùv (Bromus
benekenii), kyèelnice cibulkolistá (Dentaria bulbifera), pitulník lutı (Galeobdolon luteum s. lat.), maøinka vonná
(Galium odoratum), jeèmenka evropská (Hordelymus europaeus), baanka vytrvalá (Mercurialis perennis), vraní
oko ètyølisté (Paris quadrifolia), violka lesní (Viola reichenbachiana).","sdo_2545_2017_0000.pdf","Buèiny o minimální rozloze 24,6 ha, s pøevládajícím bukem ve stromovém patøe. V keøovém patøe rostou kromìzmlazujících døevin stromového patra také líska obecná (Corylus avellana), lıkovec jedovatı (Daphnemezereum), zimolez obecnı (Lonicera xylosteum). Pokryvnost bylinného patra dosahuje alespoò 30 %. V nìmse vyskytují mezofilní druhy listnatıch lesù samorostlík klasnatı (Actaea spicata), sveøep Benekenùv (Bromusbenekenii), kyèelnice cibulkolistá (Dentaria bulbifera), pitulník lutı (Galeobdolon luteum s. lat.), maøinka vonná(Galium odoratum), jeèmenka evropská (Hordelymus europaeus), baanka vytrvalá (Mercurialis perennis), vraníoko ètyølisté (Paris quadrifolia), violka lesní (Viola reichenbachiana).",NA
"CZ0214002",9150,8.9122,1.7,"Lesy o rozloze alespoò 9 ha, s pøevládajícím bukem. Druhovì bohaté bylinné patro o pokrynosti alespoò 30 %,
obsahující mezofilní lesní druhy maøinka vonná (Galium odoratum), jaterník podléška (Hepatica nobilis), hrachor
jarní (Lathyrus vernus), baanka vytrvalá (Mercurialis perennis), zvonek broskvolistı (Campanula persicifolia),
z. øepkovitı (C. rapunculoides), ostøice prstnatá (Carex digitata), konvalinka vonná (Convallaria majalis), svízel
lesní (Galium sylvaticum), øimbaba chocholiènatá (Tanacetum corymbosum) a pìchava vápnomilná (Sesleria
caerulea).
Charakteristické je zastoupení orchidejí, konkrétnì okrotice bílé (Cephalanthera damasonium), hlístníku
hnízdáku (Neottia nidus-avis) a kruštíku širolistého (Epipactis helleborine).","sdo_2545_2017_0000.pdf","Lesy o rozloze alespoò 9 ha, s pøevládajícím bukem. Druhovì bohaté bylinné patro o pokrynosti alespoò 30 %,obsahující mezofilní lesní druhy maøinka vonná (Galium odoratum), jaterník podléška (Hepatica nobilis), hrachorjarní (Lathyrus vernus), baanka vytrvalá (Mercurialis perennis), zvonek broskvolistı (Campanula persicifolia),z. øepkovitı (C. rapunculoides), ostøice prstnatá (Carex digitata), konvalinka vonná (Convallaria majalis), svízellesní (Galium sylvaticum), øimbaba chocholiènatá (Tanacetum corymbosum) a pìchava vápnomilná (Sesleriacaerulea).Charakteristické je zastoupení orchidejí, konkrétnì okrotice bílé (Cephalanthera damasonium), hlístníkuhnízdáku (Neottia nidus-avis) a kruštíku širolistého (Epipactis helleborine).",NA
"CZ0214002",9170,214.8038,40.92,"Dubohabøiny o rozloze alespoò 214,80 ha, ve stromovém patøe dominuje habr a dub zimní, pøípadnì lípa,
vtroušenı je bøek a muk. Druhovì bohaté bylinné patro s pokryvností alespoò 10%, ne zcela zastínìné, vdy
alespoò s drobnımi svìtlinami, by stìhovavımi díky hospodaøení; s druhovì bohatım bylinnım podrostem s
indikaèními druhy: ostøice prstnatá (Carex digitata), maøinka vonná (Galium odoratum), hrachor jarní (Lathyrus
vernus), hrachor èernı (Lathyrus niger), øimbaba chocholiènatá (Pyrethrum corymbosum), okrotice bílá
(Cephalanthera damasonium), hlístník hnízdák (Neottia nidus-avis), lilie zlatohlavá (Lilium martagon). Bylinné

patro s minimálním podílem ruderálních bylin. Stromové i bylinné patro bez podílu stanovištnì èi geograficky
nepùvodních døevin (napøíklad smrk ztepilı, borovice èerná, trnovník akát, modøín opadavı, dub èervenı) i
ostatních rostlin.","sdo_2545_2017_0000.pdf","Dubohabøiny o rozloze alespoò 214,80 ha, ve stromovém patøe dominuje habr a dub zimní, pøípadnì lípa,vtroušenı je bøek a muk. Druhovì bohaté bylinné patro s pokryvností alespoò 10%, ne zcela zastínìné, vdyalespoò s drobnımi svìtlinami, by stìhovavımi díky hospodaøení; s druhovì bohatım bylinnım podrostem sindikaèními druhy: ostøice prstnatá (Carex digitata), maøinka vonná (Galium odoratum), hrachor jarní (Lathyrusvernus), hrachor èernı (Lathyrus niger), øimbaba chocholiènatá (Pyrethrum corymbosum), okrotice bílá(Cephalanthera damasonium), hlístník hnízdák (Neottia nidus-avis), lilie zlatohlavá (Lilium martagon). Bylinnépatro s minimálním podílem ruderálních bylin. Stromové i bylinné patro bez podílu stanovištnì èi geografickynepùvodních døevin (napøíklad smrk ztepilı, borovice èerná, trnovník akát, modøín opadavı, dub èervenı) iostatních rostlin.",NA
"CZ0214002",9180,15.9744,3.04,"Rozloha nejménì 15,97 ha, bez podílu stanovištnì a geograficky nepùvodních døevin (smrk, modøín, akát), s
pøítomností odumøelého padlého døeva o objemu alespoò 5 % døevní hmoty.
* oznaèuje prioritní stanovištì","sdo_2545_2017_0000.pdf","Rozloha nejménì 15,97 ha, bez podílu stanovištnì a geograficky nepùvodních døevin (smrk, modøín, akát), spøítomností odumøelého padlého døeva o objemu alespoò 5 % døevní hmoty.* oznaèuje prioritní stanovištì",NA
"CZ0214017",3260,3.5947,0.14,"Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,
tzn. vhodnımi opatøeními dosáhnout jednovrstevnıch a dvouvrstevnıch porostù ponoøenıch nebo
vzplıvavıch vodních rostlin s hlavními pøítomnımi druhy stolístek klasnatı (Myriophyllum spicatum), šmel
okoliènatı (Butomus umbellatus), zevar jednoduchı (Sparganium emersum), místy lakušník vzplıvavı
(Batrachium fluitans) a šípatka širolistá (Sagittaria latifolia). V èástech s malım proudìním okøehek malı
(Lemna minor) a závitka mnohokoøenná (Spirodela polyrhiza). Bez pøítomnosti invazních a expanzivních
druhù. V souèasné dobì je stanovištì druhovì chudé a vıznamnìjší druhy jsou pøítomny v malıch
populacích z dùvodu zneèištìní vody, bagrování štìrku a pøedchozích povodní nebo naopak sníeného
stavu vody v posledních letech.","SDO_2546_2018_0000.pdf","Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì oproti úrovni v dobì vyhlášení,tzn. vhodnımi opatøeními dosáhnout jednovrstevnıch a dvouvrstevnıch porostù ponoøenıch nebovzplıvavıch vodních rostlin s hlavními pøítomnımi druhy stolístek klasnatı (Myriophyllum spicatum), šmelokoliènatı (Butomus umbellatus), zevar jednoduchı (Sparganium emersum), místy lakušník vzplıvavı(Batrachium fluitans) a šípatka širolistá (Sagittaria latifolia). V èástech s malım proudìním okøehek malı(Lemna minor) a závitka mnohokoøenná (Spirodela polyrhiza). Bez pøítomnosti invazních a expanzivníchdruhù. V souèasné dobì je stanovištì druhovì chudé a vıznamnìjší druhy jsou pøítomny v malıchpopulacích z dùvodu zneèištìní vody, bagrování štìrku a pøedchozích povodní nebo naopak sníenéhostavu vody v posledních letech.",NA
"CZ0214017",3270,0.4948,0.02,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, kterı pøedstavují poèáteèní stadia
vıvoje øíèních náplavù s dosud nezapojenou vegetací, kde ještì pøevládají jednoleté druhy rostlin, napø.
rdesno peprník (Persicaria hydropiper) nebo dvouzubec trojdílnı (Bidens tripartita). Vyskytují se pøedevším
na dolních tocích øek, kde se usazuje hlinitı materiál plavenin na štìrkovıch náplavech s moností
periodického pøeplavení. Bez pøítomnosti invazních a expanzivních druhù.","SDO_2546_2018_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, kterı pøedstavují poèáteèní stadiavıvoje øíèních náplavù s dosud nezapojenou vegetací, kde ještì pøevládají jednoleté druhy rostlin, napø.rdesno peprník (Persicaria hydropiper) nebo dvouzubec trojdílnı (Bidens tripartita). Vyskytují se pøedevšímna dolních tocích øek, kde se usazuje hlinitı materiál plavenin na štìrkovıch náplavech s monostíperiodického pøeplavení. Bez pøítomnosti invazních a expanzivních druhù.",NA
"CZ0214017",40,1.7578,0.07,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, kterı pøedstavují skalníkové køoviny
nezarostlé a nezastínìné vyššími døevinami. Bez pøítomnosti invazních a expanzivních druhù.","SDO_2546_2018_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, kterı pøedstavují skalníkové køovinynezarostlé a nezastínìné vyššími døevinami. Bez pøítomnosti invazních a expanzivních druhù.",NA
"CZ0214017",5130,6.2568,0.24,"Cílem je udret rozlohu na úrovni v dobì vyhlášení a zlepšit stav na úroveò v dobì pøi vyhlášení do podoby,
kterou pøedstavuje druhovì bohatı trávník, mírnì mezernatı (nikoliv zcela zapojenı), s vitální populací
jalovce obecného a druhy širolistıch bylin: pcháèem bezlodynım (Cirsium acaule), chrpou èekánkem

(Centaurea scabiosa), koniklecem luèním èeskım (Pulsatilla pratensis subsp. bohemica), lnem poèistivım
(Linum catharticum), šalvìjí luèní (Salvia pratensis), devaterníkem velkokvìtım tmavım (Helianthemum
grandiflorum subsp. obscurum) a krvavcem menším (Sanguisorba minor). Nesmí zcela pøevládnout zapojenı
trs sveøepu vzpøímeného (Bromus erectus) èi váleèky prapoøité (Brachypodium pinnatum) a ovsík vyvıšenı
(Arrhenatherum elatius) musí bıt pouze pøimíšen. Bez nepùvodních druhù rostlin, napøíklad trnovníku akátu
(Robinia pseudoacacia), rukevníku vıchodního (Bunias orientalis), štìdøence odvislého (Laburnum
anagyroides), tøtiny køovištní (Calamagrostis epigejos), šeøíku obecného (Syringa vulgaris), bìlotrnu
kulatohlavého (Echinops sphaerocephalus) a borovice èerné (Pinus nigra). Nepøítomnost invazních a
expanzivních druhù a neádoucích døevin je souèást optimálního stavu pøedmìtu ochrany. V souèasné dobì
se v EVL vyskytují jak trávníky dosahující cílového stavu, tak trávníky degradované zarùstáním døevinami.","SDO_2546_2018_0000.pdf","Cílem je udret rozlohu na úrovni v dobì vyhlášení a zlepšit stav na úroveò v dobì pøi vyhlášení do podoby,kterou pøedstavuje druhovì bohatı trávník, mírnì mezernatı (nikoliv zcela zapojenı), s vitální populacíjalovce obecného a druhy širolistıch bylin: pcháèem bezlodynım (Cirsium acaule), chrpou èekánkem(Centaurea scabiosa), koniklecem luèním èeskım (Pulsatilla pratensis subsp. bohemica), lnem poèistivım(Linum catharticum), šalvìjí luèní (Salvia pratensis), devaterníkem velkokvìtım tmavım (Helianthemumgrandiflorum subsp. obscurum) a krvavcem menším (Sanguisorba minor). Nesmí zcela pøevládnout zapojenıtrs sveøepu vzpøímeného (Bromus erectus) èi váleèky prapoøité (Brachypodium pinnatum) a ovsík vyvıšenı(Arrhenatherum elatius) musí bıt pouze pøimíšen. Bez nepùvodních druhù rostlin, napøíklad trnovníku akátu(Robinia pseudoacacia), rukevníku vıchodního (Bunias orientalis), štìdøence odvislého (Laburnumanagyroides), tøtiny køovištní (Calamagrostis epigejos), šeøíku obecného (Syringa vulgaris), bìlotrnukulatohlavého (Echinops sphaerocephalus) a borovice èerné (Pinus nigra). Nepøítomnost invazních aexpanzivních druhù a neádoucích døevin je souèást optimálního stavu pøedmìtu ochrany. V souèasné dobìse v EVL vyskytují jak trávníky dosahující cílového stavu, tak trávníky degradované zarùstáním døevinami.",NA
