"sitecode","feature_code","rozloha_ha","rozloha_procent","stav_text","source_file","poznamka","stav_cis"
"CZ0614059",7230,0.3141,0.34,"Cílem je zachovat rozlohu a stav jako v dobì pøi vyhlášení - stabilizovaná druhovì bohatá spoleèenstva
vápnitıch slatiniš s perspektivními populacemi zvláštì chránìnıch a ohroenıch druhù rostlin jako je
napøíklad blatouch bahenní (Caltha palustris), vachta trojlistá, kozlík dvoudomı (Valeriana dioica), psineèek
psí (Agrostis canina), tøeslice prostøední (Briza media), všivec bahenní (Pedicularis palustris), vèetnì
stabilizovaného vodního reimu stanovištì. Bez pøítomnosti ruderálních a jinıch neádoucích druhù (invazní
a expanzivní druhy).

* oznaèuje prioritní stanovištì","sdo_3022_2022_0000.pdf","Cílem je zachovat rozlohu a stav jako v dobì pøi vyhlášení - stabilizovaná druhovì bohatá spoleèenstvavápnitıch slatiniš s perspektivními populacemi zvláštì chránìnıch a ohroenıch druhù rostlin jako jenapøíklad blatouch bahenní (Caltha palustris), vachta trojlistá, kozlík dvoudomı (Valeriana dioica), psineèekpsí (Agrostis canina), tøeslice prostøední (Briza media), všivec bahenní (Pedicularis palustris), vèetnìstabilizovaného vodního reimu stanovištì. Bez pøítomnosti ruderálních a jinıch neádoucích druhù (invaznía expanzivní druhy).* oznaèuje prioritní stanovištì",NA
"CZ0613334",3260,13.8573,6.16,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tedy pøírodì blízky tok øeky s pestrımi
biotopovımi podmínkami, na vhodnıch místech s vıskytem plošek s hrubım štìrkem a valouny coby vhodnım
substrátem pro pøítomnı druh, lakušník vzplıvavı. Bez pøítomnosti invazních a expanzivních rostlin.

* oznaèuje prioritní stanovištì","SDO_3023_2021_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tedy pøírodì blízky tok øeky s pestrımibiotopovımi podmínkami, na vhodnıch místech s vıskytem plošek s hrubım štìrkem a valouny coby vhodnımsubstrátem pro pøítomnı druh, lakušník vzplıvavı. Bez pøítomnosti invazních a expanzivních rostlin.* oznaèuje prioritní stanovištì",NA
"CZ0614131",3260,40.4185,1.73,"Zachovat stav pøi vyhlášení.","sdo_3025_2017_0000.pdf","Zachovat stav pøi vyhlášení.",NA
"CZ0614131",6190,4.462,0.19,"Zachovat stav pøi vyhlášení.","sdo_3025_2017_0000.pdf","Zachovat stav pøi vyhlášení.",NA
"CZ0614131",6210,9.929,0.42,"Aktivním managementem zlepšit stav pøi vyhlášení.","sdo_3025_2017_0000.pdf","Aktivním managementem zlepšit stav pøi vyhlášení.",NA
"CZ0614131",8220,29.0317,1.24,"Zachovat stav pøi vyhlášení.","sdo_3025_2017_0000.pdf","Zachovat stav pøi vyhlášení.",NA
"CZ0614131",91,7.3343,0.31,"Zachovat stav pøi vyhlášení, pøedevším rozlohu a kvalitu.","sdo_3025_2017_0000.pdf","Zachovat stav pøi vyhlášení, pøedevším rozlohu a kvalitu.",NA
"CZ0614131",9170,526.0082,22.49,"Zachovat rozlohu pøi vyhlášení a dle moností zlepšit jeho kvalitu šetrnım lesnickım hospodaøením.
Vymezenou èást porostù v navrhovanıch NPR ponechat bez zásahu pøirozenému vıvoji. Vybrané
obhospodaøované porosty mono po dohodì s vlastníkem vyuívat i jako lesy støední èi nízké.","sdo_3025_2017_0000.pdf","Zachovat rozlohu pøi vyhlášení a dle moností zlepšit jeho kvalitu šetrnım lesnickım hospodaøením.Vymezenou èást porostù v navrhovanıch NPR ponechat bez zásahu pøirozenému vıvoji. Vybranéobhospodaøované porosty mono po dohodì s vlastníkem vyuívat i jako lesy støední èi nízké.",NA
"CZ0614131",9180,90.1495,3.85,"Zachovat stav pøi vyhlášení, pøedevším rozlohu i kvalitu.
* oznaèuje prioritní stanovištì","sdo_3025_2017_0000.pdf","Zachovat stav pøi vyhlášení, pøedevším rozlohu i kvalitu.* oznaèuje prioritní stanovištì",NA
"CZ0614056",6230,1.1971,4.35,"Cílem je udret rozlohu stanovištì z doby pøi vyhlášení a zlepšit kvalitu stanovištì oproti stavu pøi vyhlášení,
tzn. vhodnımi managementovımi opatøeními zajistit rozvoj populací typickıch pro druhovì bohaté smilkové
louky na silikátovıch podloích bez pøítomnosti expanzivních a invazních druhù se zastoupením
dostateèného poètu druhù indikujících pøíznivı stav stanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al.
2016). Klíèové je zachování stabilního vodního reimu lokality a také nízká pokryvnost náletovıch døevin.
V souèasné dobì se v EVL vyskytují jak louky dosahující svojí kvalitou cílového stavu, tak louky druhovì
ochuzené a degradované náletovımi døevinami a pøítomností expanzivních druhù trav.","sdo_3027_2022_000.pdf","Cílem je udret rozlohu stanovištì z doby pøi vyhlášení a zlepšit kvalitu stanovištì oproti stavu pøi vyhlášení,tzn. vhodnımi managementovımi opatøeními zajistit rozvoj populací typickıch pro druhovì bohaté smilkovélouky na silikátovıch podloích bez pøítomnosti expanzivních a invazních druhù se zastoupenímdostateèného poètu druhù indikujících pøíznivı stav stanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al.2016). Klíèové je zachování stabilního vodního reimu lokality a také nízká pokryvnost náletovıch døevin.V souèasné dobì se v EVL vyskytují jak louky dosahující svojí kvalitou cílového stavu, tak louky druhovìochuzené a degradované náletovımi døevinami a pøítomností expanzivních druhù trav.",NA
"CZ0614056",7140,4.5306,16.46,"Cílem je udret rozlohu stanovištì z doby pøi vyhlášení a zlepšit stav stanovištì oproti stavu pøi vyhlášení,
tzn. vhodnımi managementovımi opatøeními zajistit rozvoj populací typickıch pro pøechodová rašeliništì a
tøasovištì bez pøítomnosti expanzivních a invazních druhù se zastoupením dostateèného poètu druhù
indikujících pøíznivı stav stanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016). Klíèové je zachování
stabilního vodního reimu lokality, nízká pokryvnost náletovıch døevin a pøítomnost nezapojené vegetace na
stanovišti. V souèasné dobì jsou rašeliništì degradovaná náletovımi døevinami a pøítomností expanzivních
druhù.

* oznaèuje prioritní stanovištì","sdo_3027_2022_000.pdf","Cílem je udret rozlohu stanovištì z doby pøi vyhlášení a zlepšit stav stanovištì oproti stavu pøi vyhlášení,tzn. vhodnımi managementovımi opatøeními zajistit rozvoj populací typickıch pro pøechodová rašeliništì atøasovištì bez pøítomnosti expanzivních a invazních druhù se zastoupením dostateèného poètu druhùindikujících pøíznivı stav stanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016). Klíèové je zachovánístabilního vodního reimu lokality, nízká pokryvnost náletovıch døevin a pøítomnost nezapojené vegetace nastanovišti. V souèasné dobì jsou rašeliništì degradovaná náletovımi døevinami a pøítomností expanzivníchdruhù.* oznaèuje prioritní stanovištì",NA
"CZ0610159",9130,125.194,74.15,"V buèinách, které jsou dlouhodobì ponechány samovolnému vıvoji, udret stav pøi vyhlášení. V ostatních
buèinách se zamìøit na udrení souèasného stavu nebo zlepšení druhové skladby a vìkové a prostorové
struktury porostù.","sdo_3029_2016_0000.pdf","V buèinách, které jsou dlouhodobì ponechány samovolnému vıvoji, udret stav pøi vyhlášení. V ostatníchbuèinách se zamìøit na udrení souèasného stavu nebo zlepšení druhové skladby a vìkové a prostorovéstruktury porostù.",NA
"CZ0610159",9180,6.3889,3.78,"Udret stav pøi vyhlášení.","sdo_3029_2016_0000.pdf","Udret stav pøi vyhlášení.",NA
"CZ0614057",3130,12.7986,24.34,"Zachování stavu stanovištì jako v dobì vyhlášení pokraèováním v souèasném hospodaøení s pravidelnì se
vyskytujícím obnaenım dnem.","sdo_3032_2016_0000.pdf","Zachování stavu stanovištì jako v dobì vyhlášení pokraèováním v souèasném hospodaøení s pravidelnì sevyskytujícím obnaenım dnem.",NA
"CZ0623035",6250,2.7513,3.77,"Zachovat rozlohu pøedmìtu ochrany jako v dobì pøi zaøazení mezi pøedmìty ochrany EVL. Zlepšit stav
stanovištì oproti úrovni v dobì zaøazení pomocí aktivního managementu. Cílovı stav je pøedstavován
stepním trávníkem se zastoupením dostateèného poètu druhù odpovídajících definici stanovištì 6250*, resp.
biotopu T3.3B dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016) a Katalogu biotopù (Chytrı et al. 2010)
s pøítomností vıznamnıch druhù uvedenıch v kapitole Biota, bez pøítomnosti expanzivních a invazních
druhù rostlin.
V souèasné dobì se v EVL vyskytují pøevánì trávníky v rùzném stupni degradace (blíe viz kapitola Biota).

* oznaèuje prioritní stanovištì","SDO_3037_2020_0000.pdf","Zachovat rozlohu pøedmìtu ochrany jako v dobì pøi zaøazení mezi pøedmìty ochrany EVL. Zlepšit stavstanovištì oproti úrovni v dobì zaøazení pomocí aktivního managementu. Cílovı stav je pøedstavovánstepním trávníkem se zastoupením dostateèného poètu druhù odpovídajících definici stanovištì 6250*, resp.biotopu T3.3B dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016) a Katalogu biotopù (Chytrı et al. 2010)s pøítomností vıznamnıch druhù uvedenıch v kapitole Biota, bez pøítomnosti expanzivních a invazníchdruhù rostlin.V souèasné dobì se v EVL vyskytují pøevánì trávníky v rùzném stupni degradace (blíe viz kapitola Biota).* oznaèuje prioritní stanovištì",NA
"CZ0624094",9170,35.2684,73.33,"Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì, tj. dosáhnout vìkovì,
prostorovì a druhovì strukturovanıch, místy rozvolnìnıch porostù dubohabøin (tvoøenıch zejména dubem
zimním, s pøímìsí dalších døevin pøirozené døevinné skladby) s pøirozenou obnovou všech hlavních druhù
døevin pøirozené døevinné skladby, s dostateènım podílem mrtvého døeva, se zastoupením dostateèného
poètu druhù (a to nejen døevinnıch pater, ale i patra bylinného) indikujících pøíznivı stav stanovištì dle
Pøíruèky hodnocení biotopù (Lustyk et el. 2016), bez pøítomnosti expanzivních a invazních druhù.
V souèasné dobì se v EVL vyskytují jak porosty dosahující cílového stavu, tak porosty ménì strukturované,
degradované vyšším zastoupením stanovištnì a geograficky nepùvodních døevin a s nedostateènou
pøirozenou obnovou a nedostateènım mnostvím odumírající døevní hmoty ponechané k zetlení.

* oznaèuje prioritní stanovištì","SDO_3041_2021_0000.pdf","Cílem je udret rozlohu stanovištì z doby vyhlášení a zlepšit stav stanovištì, tj. dosáhnout vìkovì,prostorovì a druhovì strukturovanıch, místy rozvolnìnıch porostù dubohabøin (tvoøenıch zejména dubemzimním, s pøímìsí dalších døevin pøirozené døevinné skladby) s pøirozenou obnovou všech hlavních druhùdøevin pøirozené døevinné skladby, s dostateènım podílem mrtvého døeva, se zastoupením dostateènéhopoètu druhù (a to nejen døevinnıch pater, ale i patra bylinného) indikujících pøíznivı stav stanovištì dlePøíruèky hodnocení biotopù (Lustyk et el. 2016), bez pøítomnosti expanzivních a invazních druhù.V souèasné dobì se v EVL vyskytují jak porosty dosahující cílového stavu, tak porosty ménì strukturované,degradované vyšším zastoupením stanovištnì a geograficky nepùvodních døevin a s nedostateènoupøirozenou obnovou a nedostateènım mnostvím odumírající døevní hmoty ponechané k zetlení.* oznaèuje prioritní stanovištì",NA
"CZ0623798",91,14.4106,25.08,"Zachovat stav pøedmìtu ochrany odpovídající stavu pøi vyhlášení EVL.
* oznaèuje prioritní stanovištì","sdo_3042_2017_0000.pdf","Zachovat stav pøedmìtu ochrany odpovídající stavu pøi vyhlášení EVL.* oznaèuje prioritní stanovištì",NA
"CZ0623004",91,12.8085,64,"Zachovat stav porostù cennıch ji pøi vyhlášení EVL a vhodnımi zásahy zlepšit stav ploch s vıskytem
pøedmìtu ochrany po mıtní tìbì zejména v západní èásti EVL.
* oznaèuje prioritní stanovištì","sdo_3045_2017_0000.pdf","Zachovat stav porostù cennıch ji pøi vyhlášení EVL a vhodnımi zásahy zlepšit stav ploch s vıskytempøedmìtu ochrany po mıtní tìbì zejména v západní èásti EVL.* oznaèuje prioritní stanovištì",NA
"CZ0624116",6250,11.5998,66.88,"Zachování, pøíp. postupné zlepšování kvality i rozsahu stanovištì vùèi souèasnému stavu. Reálnı podíl
stanovištì 6250* je ve skuteènosti ponìkud niší (cca 50 %) ne deklarovanı poèáteèní stav (cca 67 %).
* oznaèuje prioritní stanovištì","sdo_3050_2017_0000.pdf","Zachování, pøíp. postupné zlepšování kvality i rozsahu stanovištì vùèi souèasnému stavu. Reálnı podílstanovištì 6250* je ve skuteènosti ponìkud niší (cca 50 %) ne deklarovanı poèáteèní stav (cca 67 %).* oznaèuje prioritní stanovištì",NA
"CZ0624116",6250,11.5998,66.88,"Zachovat rozlohu pøedmìtu ochrany jako pøi vyhlášení. Reálnı podíl stanovištì 6250 byl nadhodnocen, ve
skuteènosti byl v dobì vyhlášení ponìkud niší (cca 57 % - tedy 8,8 ha) ne deklarovanı poèáteèní stav (cca
67 % - tedy cca 11,6 ha).
Zlepšit stav stanovištì oproti úrovni v dobì vyhlášení pomocí aktivního managementu. Cílovı stav je
pøedstavován stepním trávníkem se zastoupením dostateèného poètu druhù indikujících pøíznivı stav
stanovištì druhovou kombinací odpovídající definici stanovištì 6250, resp. biotopu T3.3B dle Katalogu
biotopù (Chytrı et al. 2010) a Pøíruèky hodnocení biotopù (Lustyk et al. 2016) s pøítomností vıznamnıch
druhù (viz Biota) v mozaice s širokolistımi suchımi trávníky a bez pøítomnosti expanzivních a invazních
druhù rostlin. V souèasné dobì se v EVL vyskytují jak trávníky dosahující cílového stavu, tak trávníky
degradované eutrofizací a zanedbáním péèe.

* oznaèuje prioritní stanovištì","SDO_3050_2021_0000.pdf","Zachovat rozlohu pøedmìtu ochrany jako pøi vyhlášení. Reálnı podíl stanovištì 6250 byl nadhodnocen, veskuteènosti byl v dobì vyhlášení ponìkud niší (cca 57 % - tedy 8,8 ha) ne deklarovanı poèáteèní stav (cca67 % - tedy cca 11,6 ha).Zlepšit stav stanovištì oproti úrovni v dobì vyhlášení pomocí aktivního managementu. Cílovı stav jepøedstavován stepním trávníkem se zastoupením dostateèného poètu druhù indikujících pøíznivı stavstanovištì druhovou kombinací odpovídající definici stanovištì 6250, resp. biotopu T3.3B dle Katalogubiotopù (Chytrı et al. 2010) a Pøíruèky hodnocení biotopù (Lustyk et al. 2016) s pøítomností vıznamnıchdruhù (viz Biota) v mozaice s širokolistımi suchımi trávníky a bez pøítomnosti expanzivních a invazníchdruhù rostlin. V souèasné dobì se v EVL vyskytují jak trávníky dosahující cílového stavu, tak trávníkydegradované eutrofizací a zanedbáním péèe.* oznaèuje prioritní stanovištì",NA
"CZ0624072",3140,0.0049,0,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.",NA
"CZ0624072",6210,838.9572,17.28,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.",NA
"CZ0624072",6210,177.823,3.66,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.",NA
"CZ0624072",6410,3.393,0.07,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.",NA
"CZ0624072",6430,1.1936,0.02,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.",NA
"CZ0624072",6510,103.7216,2.14,"Zlepšení stavu a zvıšení biodiverzity pøedmìtu ochrany aktivním managementem. V nìkterıch pøípadech bude
znamenat zlepšení stavu zmìnu na biotop 6210, v území jsou toti mezofilní ovsíkové louky vìtšinou
degradovanım stadiem polopøirozenıch suchıch trávníkù (6210), vzniklım jejich intenzívním vyuíváním
a hnojením (rozsáhlejší plochy).","SDO_3053_2020_0000.pdf","Zlepšení stavu a zvıšení biodiverzity pøedmìtu ochrany aktivním managementem. V nìkterıch pøípadech budeznamenat zlepšení stavu zmìnu na biotop 6210, v území jsou toti mezofilní ovsíkové louky vìtšinoudegradovanım stadiem polopøirozenıch suchıch trávníkù (6210), vzniklım jejich intenzívním vyuíváníma hnojením (rozsáhlejší plochy).",NA
"CZ0624072",7220,0.5631,0.01,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.",NA
"CZ0624072",91,62.998,1.3,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení.",NA
"CZ0624072",91,21.2659,0.44,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.",NA
"CZ0624072",91,142.2923,2.93,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení – aktivním managementem.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení – aktivním managementem.",NA
"CZ0624072",9130,637.7131,13.14,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení.","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení.",NA
"CZ0624072",9170,1276.9785,26.3,"Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.
* oznaèuje prioritní stanovištì","SDO_3053_2020_0000.pdf","Zachování stavu pøedmìtu ochrany jako pøi vyhlášení, a to aktivním managementem.* oznaèuje prioritní stanovištì",NA
"CZ0624104",6190,11.0381,2.72,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.",NA
"CZ0624104",6210,24.8818,6.12,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.",NA
"CZ0624104",6240,52.1287,12.83,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.",NA
"CZ0624104",8160,0.0731,0.02,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.",NA
"CZ0624104",8210,0.4162,0.1,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.",NA
"CZ0624104",91,66.6088,16.39,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.",NA
"CZ0624104",91,16.7346,4.12,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.",NA
"CZ0624104",9180,144.282,35.51,"Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.
* oznaèuje prioritní stanovištì","sdo_3056_2016_0000.pdf","Vhodnım managementem udret kvalitu a rozlohu porostù ve stavu jako pøi vyhlášení.* oznaèuje prioritní stanovištì",NA
"CZ0623799",91,116.8921,78.4,"Cílem je udret rozlohu stanovištì z doby zaøazení mezi pøedmìty ochrany EVL a zlepšit stav stanovištì oproti
úrovni z doby zaøazení mezi pøedmìty ochrany EVL, tzn. vhodnımi opatøeními dosáhnout prostorovì a vìkovì
diferenciovanıch porostù tvrdıch luhù s dominancí stanovištnì pùvodních druhù jasanù (Fraxinus spp.),
dubem letním (Quercus robur) anebo jilmem vazem (Ulmus laevis) a zastoupením dalších diagnostickıch a
prùvodních druhù stromového, keøového a bylinného patra (Lustyk 2016), bez pøítomnosti stanovištnì a
geograficky nepùvodních druhù, se stabilním vodním reimem. Zachovat dostatek vhodného biotopu pro
lesáka rumìlkového, tzn. co nejvyšší poèet starıch stromù a starého tlejícího døeva v pøirozeném rozkladu.
Pomocí aktivního managementu odstranit z porostù nepùvodní druhy døevin, pøedevším trnovník akát (Robinia
pseudacacia). V EVL se vyskytují porosty dosahující cílového stavu i porosty unifikované, s nedostateènì
diferenciovanou druhovou a vìkovou strukturou, se zastoupením stanovištnì nepùvodních døevin.","sdo_3059_2022_000.pdf","Cílem je udret rozlohu stanovištì z doby zaøazení mezi pøedmìty ochrany EVL a zlepšit stav stanovištì oprotiúrovni z doby zaøazení mezi pøedmìty ochrany EVL, tzn. vhodnımi opatøeními dosáhnout prostorovì a vìkovìdiferenciovanıch porostù tvrdıch luhù s dominancí stanovištnì pùvodních druhù jasanù (Fraxinus spp.),dubem letním (Quercus robur) anebo jilmem vazem (Ulmus laevis) a zastoupením dalších diagnostickıch aprùvodních druhù stromového, keøového a bylinného patra (Lustyk 2016), bez pøítomnosti stanovištnì ageograficky nepùvodních druhù, se stabilním vodním reimem. Zachovat dostatek vhodného biotopu prolesáka rumìlkového, tzn. co nejvyšší poèet starıch stromù a starého tlejícího døeva v pøirozeném rozkladu.Pomocí aktivního managementu odstranit z porostù nepùvodní druhy døevin, pøedevším trnovník akát (Robiniapseudacacia). V EVL se vyskytují porosty dosahující cílového stavu i porosty unifikované, s nedostateènìdiferenciovanou druhovou a vìkovou strukturou, se zastoupením stanovištnì nepùvodních døevin.",NA
"CZ0622218",40,0.3419,0.39,"Zachovat stav pøedmìtu ochrany odpovídající stavu pøi vyhlášení EVL.","sdo_3060_2016_0000.pdf","Zachovat stav pøedmìtu ochrany odpovídající stavu pøi vyhlášení EVL.",NA
"CZ0622218",6210,31.7916,36.37,"Zlepšit stav pøedmìtu ochrany vzhledem ke stavu pøi vyhlášení EVL vhodnım managementem.
* oznaèuje prioritní stanovištì","sdo_3060_2016_0000.pdf","Zlepšit stav pøedmìtu ochrany vzhledem ke stavu pøi vyhlášení EVL vhodnım managementem.* oznaèuje prioritní stanovištì",NA
"CZ0622218",40,0.3419,0.39,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. plochy vegetace nízkıch
xerofilních køovin s porosty mandlonì nízké v dostateènì vitálním stavu se zastoupením dostateèného poètu
druhù indikujících pøíznivı stav stanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016), bez
pøítomnosti neádoucích druhù náletovıch døevin potlaèujících nízké køoviny a bez pøítomnosti jinıch
expanzivních a invazních druhù.","SDO_3060_2019_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. plochy vegetace nízkıchxerofilních køovin s porosty mandlonì nízké v dostateènì vitálním stavu se zastoupením dostateèného poètudruhù indikujících pøíznivı stav stanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016), bezpøítomnosti neádoucích druhù náletovıch døevin potlaèujících nízké køoviny a bez pøítomnosti jinıchexpanzivních a invazních druhù.",NA
"CZ0622218",6210,31.7916,36.37,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. plochy vegetace polopøirozenıch
suchıch trávníkù se zastoupením dostateèného poètu druhù indikujících pøíznivı stav stanovištì dle Pøíruèky
hodnocení biotopù (Lustyk et al. 2016) v mozaice se subpanonskımi stepními trávníky, pomístnì s
rozrušením drnu pro odhalení pùdního povrchu, bez pøítomnosti vìtšího zastoupení neádoucích druhù
náletovıch døevin vytváøejících souvislı porost, pouze s hodnotnımi jedinci èi skupinkami rùznıch domácích
druhù døevin v rùznıch vìkovıch stádiích vè. odumírajících a øídkém nepravidelném rozmístìní na ploše pøi
rozsahu do 10 % plochy stanovištì, bez pøítomnosti expanzivních a invazních druhù.","SDO_3060_2019_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì vyhlášení, tzn. plochy vegetace polopøirozenıchsuchıch trávníkù se zastoupením dostateèného poètu druhù indikujících pøíznivı stav stanovištì dle Pøíruèkyhodnocení biotopù (Lustyk et al. 2016) v mozaice se subpanonskımi stepními trávníky, pomístnì srozrušením drnu pro odhalení pùdního povrchu, bez pøítomnosti vìtšího zastoupení neádoucích druhùnáletovıch døevin vytváøejících souvislı porost, pouze s hodnotnımi jedinci èi skupinkami rùznıch domácíchdruhù døevin v rùznıch vìkovıch stádiích vè. odumírajících a øídkém nepravidelném rozmístìní na ploše pøirozsahu do 10 % plochy stanovištì, bez pøítomnosti expanzivních a invazních druhù.",NA
"CZ0622218",6250,2.8973,3.3,"Cílem je udret rozlohu a stav stanovištì na úrovni v dobì jeho zaøazení do EVL, tzn. plochy vegetace
subpanonskıch stepních trávníkù se zastoupením dostateèného poètu druhù indikujících pøíznivı stav
stanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016) v mozaice s polopøirozenımi suchımi
trávníky, pomístnì s rozrušením drnu pro odhalení pùdního povrchu, bez pøítomnosti neádoucích druhù
náletovıch døevin vytváøejících souvislı porost, pouze s hodnotnımi jedinci èi skupinkami rùznıch domácích
druhù døevin v rùznıch vìkovıch stádiích vè. odumírajících a øídkém nepravidelném rozmístìní na ploše pøi
rozsahu do 10 % plochy stanovištì, bez pøítomnosti expanzivních a invazních druhù.

* oznaèuje prioritní stanovištì","SDO_3060_2019_0000.pdf","Cílem je udret rozlohu a stav stanovištì na úrovni v dobì jeho zaøazení do EVL, tzn. plochy vegetacesubpanonskıch stepních trávníkù se zastoupením dostateèného poètu druhù indikujících pøíznivı stavstanovištì dle Pøíruèky hodnocení biotopù (Lustyk et al. 2016) v mozaice s polopøirozenımi suchımitrávníky, pomístnì s rozrušením drnu pro odhalení pùdního povrchu, bez pøítomnosti neádoucích druhùnáletovıch døevin vytváøejících souvislı porost, pouze s hodnotnımi jedinci èi skupinkami rùznıch domácíchdruhù døevin v rùznıch vìkovıch stádiích vè. odumírajících a øídkém nepravidelném rozmístìní na ploše pøirozsahu do 10 % plochy stanovištì, bez pøítomnosti expanzivních a invazních druhù.* oznaèuje prioritní stanovištì",NA
"CZ0624070",2330,38.3562,1.27,"Zachování rozlohy a kvality porostù ve stavu jako pøi vyhlášení EVL.","sdo_3065_2016_0000.pdf","Zachování rozlohy a kvality porostù ve stavu jako pøi vyhlášení EVL.",NA
"CZ0624070",6260,12.0618,0.4,"Zachování rozlohy a kvality porostù ve stavu jako pøi vyhlášení EVL.","sdo_3065_2016_0000.pdf","Zachování rozlohy a kvality porostù ve stavu jako pøi vyhlášení EVL.",NA
"CZ0624070",91,184.725,6.1,"Zachování rozlohy a zlepšení kvality porostù oproti stavu pøi vyhlášení EVL.","sdo_3065_2016_0000.pdf","Zachování rozlohy a zlepšení kvality porostù oproti stavu pøi vyhlášení EVL.",NA
"CZ0624070",91,266.9159,8.81,"Zachování rozlohy a zlepšení kvality porostù oproti stavu pøi vyhlášení EVL.","sdo_3065_2016_0000.pdf","Zachování rozlohy a zlepšení kvality porostù oproti stavu pøi vyhlášení EVL.",NA
